customer_id,trans_date,tran_amount,response,month,year,day,month_year,Segment
CS5940,2012-09-03,78,0,9,2012,3,2012-09,High Value
CS3168,2014-12-08,40,0,12,2014,8,2014-12,Medium Value
CS1488,2014-08-11,103,0,8,2014,11,2014-08,High Value
CS3899,2012-09-05,84,0,9,2012,5,2012-09,High Value
CS3520,2014-12-22,74,0,12,2014,22,2014-12,High Value
CS4347,2015-03-13,82,0,3,2015,13,2015-03,High Value
CS2146,2012-02-28,40,0,2,2012,28,2012-02,High Value
CS1759,2011-12-16,71,1,12,2011,16,2011-12,High Value
CS4637,2014-07-06,60,1,7,2014,6,2014-07,High Value
CS5041,2011-10-26,66,0,10,2011,26,2011-10,High Value
CS5477,2012-06-04,37,0,6,2012,4,2012-06,High Value
CS4594,2012-10-25,79,0,10,2012,25,2012-10,High Value
CS5457,2011-08-26,82,0,8,2011,26,2011-08,Medium Value
CS3389,2012-08-30,51,0,8,2012,30,2012-08,High Value
CS2609,2014-03-27,68,0,3,2014,27,2014-03,High Value
CS4063,2012-11-18,85,0,11,2012,18,2012-11,High Value
CS4301,2014-08-04,72,0,8,2014,4,2014-08,High Value
CS2896,2013-03-23,79,0,3,2013,23,2013-03,High Value
CS4003,2012-04-16,54,0,4,2012,16,2012-04,High Value
CS2830,2013-06-28,51,0,6,2013,28,2013-06,High Value
CS6012,2013-10-15,43,0,10,2013,15,2013-10,High Value
CS1399,2013-12-11,73,1,12,2013,11,2013-12,High Value
CS1133,2014-02-05,64,0,2,2014,5,2014-02,High Value
CS5816,2012-01-24,82,1,1,2012,24,2012-01,High Value
CS5843,2014-01-14,50,0,1,2014,14,2014-01,High Value
CS4448,2015-01-05,84,0,1,2015,5,2015-01,High Value
CS4070,2014-06-14,86,0,6,2014,14,2014-06,High Value
CS3167,2012-07-28,39,0,7,2012,28,2012-07,High Value
CS2214,2013-12-04,71,0,12,2013,4,2013-12,High Value
CS4749,2012-02-23,86,0,2,2012,23,2012-02,High Value
CS3607,2013-07-23,98,0,7,2013,23,2013-07,High Value
CS1434,2011-12-21,35,0,12,2011,21,2011-12,High Value
CS2676,2012-10-10,97,0,10,2012,10,2012-10,High Value
CS5828,2014-11-26,56,0,11,2014,26,2014-11,Medium Value
CS2199,2014-04-18,77,0,4,2014,18,2014-04,High Value
CS4731,2013-12-31,45,0,12,2013,31,2013-12,High Value
CS4184,2013-03-02,51,0,3,2013,2,2013-03,High Value
CS5473,2014-03-08,82,0,3,2014,8,2014-03,High Value
CS3367,2014-07-28,98,0,7,2014,28,2014-07,High Value
CS3927,2014-03-24,101,1,3,2014,24,2014-03,High Value
CS6091,2011-09-22,84,0,9,2011,22,2011-09,High Value
CS4085,2012-02-06,103,0,2,2012,6,2012-02,High Value
CS3756,2012-03-18,47,0,3,2012,18,2012-03,High Value
CS1601,2012-05-14,90,0,5,2012,14,2012-05,High Value
CS4004,2014-08-09,84,0,8,2014,9,2014-08,High Value
CS3224,2013-05-08,79,0,5,2013,8,2013-05,High Value
CS1944,2013-09-10,72,0,9,2013,10,2013-09,High Value
CS5651,2013-08-13,88,1,8,2013,13,2013-08,Medium Value
CS4040,2012-01-02,52,0,1,2012,2,2012-01,Medium Value
CS5087,2011-08-03,82,0,8,2011,3,2011-08,Medium Value
CS4716,2014-07-24,43,0,7,2014,24,2014-07,Medium Value
CS4302,2014-12-16,38,0,12,2014,16,2014-12,High Value
CS5285,2012-05-30,68,0,5,2012,30,2012-05,High Value
CS2657,2014-07-31,72,0,7,2014,31,2014-07,High Value
CS5734,2011-10-23,83,0,10,2011,23,2011-10,High Value
CS5549,2012-07-03,82,0,7,2012,3,2012-07,High Value
CS6023,2014-02-07,103,0,2,2014,7,2014-02,High Value
CS5487,2012-01-04,81,0,1,2012,4,2012-01,High Value
CS5247,2013-03-02,60,0,3,2013,2,2013-03,High Value
CS3624,2013-09-12,92,0,9,2013,12,2013-09,High Value
CS2595,2014-07-31,61,1,7,2014,31,2014-07,High Value
CS2179,2012-04-17,57,0,4,2012,17,2012-04,High Value
CS3453,2013-01-11,70,1,1,2013,11,2013-01,High Value
CS5542,2015-02-04,69,0,2,2015,4,2015-02,High Value
CS5823,2011-12-31,49,0,12,2011,31,2011-12,High Value
CS1924,2013-07-13,72,0,7,2013,13,2013-07,High Value
CS1848,2012-08-28,94,0,8,2012,28,2012-08,High Value
CS4097,2015-02-11,64,0,2,2015,11,2015-02,High Value
CS2273,2014-04-27,53,0,4,2014,27,2014-04,High Value
CS1409,2012-04-04,59,0,4,2012,4,2012-04,High Value
CS5191,2014-07-29,50,0,7,2014,29,2014-07,High Value
CS5940,2012-10-05,70,0,10,2012,5,2012-10,High Value
CS4224,2014-07-23,103,0,7,2014,23,2014-07,High Value
CS3763,2015-03-10,90,0,3,2015,10,2015-03,High Value
CS3043,2014-12-02,48,0,12,2014,2,2014-12,High Value
CS3539,2011-07-15,93,0,7,2011,15,2011-07,High Value
CS1209,2013-05-10,59,0,5,2013,10,2013-05,High Value
CS4880,2014-11-24,47,0,11,2014,24,2014-11,High Value
CS2529,2013-09-28,98,0,9,2013,28,2013-09,High Value
CS4946,2013-12-23,91,0,12,2013,23,2013-12,High Value
CS4681,2014-06-05,46,0,6,2014,5,2014-06,High Value
CS3253,2011-10-26,95,0,10,2011,26,2011-10,High Value
CS4142,2013-12-13,61,0,12,2013,13,2013-12,High Value
CS2972,2012-12-14,69,0,12,2012,14,2012-12,High Value
CS3834,2013-06-10,60,0,6,2013,10,2013-06,High Value
CS5056,2013-03-30,87,0,3,2013,30,2013-03,High Value
CS1137,2013-08-29,85,0,8,2013,29,2013-08,High Value
CS2871,2012-08-07,35,0,8,2012,7,2012-08,High Value
CS2860,2014-01-12,67,0,1,2014,12,2014-01,High Value
CS4862,2012-06-25,55,0,6,2012,25,2012-06,High Value
CS2068,2014-11-21,96,0,11,2014,21,2014-11,High Value
CS1360,2011-05-28,41,0,5,2011,28,2011-05,High Value
CS2128,2011-12-17,35,0,12,2011,17,2011-12,High Value
CS1775,2011-08-29,46,0,8,2011,29,2011-08,Medium Value
CS3477,2015-01-06,58,0,1,2015,6,2015-01,High Value
CS2989,2014-05-29,62,0,5,2014,29,2014-05,High Value
CS1528,2011-11-17,77,0,11,2011,17,2011-11,High Value
CS2731,2012-10-05,98,0,10,2012,5,2012-10,High Value
CS1195,2015-01-29,54,0,1,2015,29,2015-01,High Value
CS3591,2014-02-09,83,0,2,2014,9,2014-02,High Value
CS4210,2011-07-02,84,0,7,2011,2,2011-07,Medium Value
CS2790,2011-07-02,40,0,7,2011,2,2011-07,High Value
CS5036,2013-05-17,54,0,5,2013,17,2013-05,High Value
CS1871,2013-10-14,105,0,10,2013,14,2013-10,High Value
CS5297,2012-06-09,89,0,6,2012,9,2012-06,High Value
CS3511,2013-02-14,40,0,2,2013,14,2013-02,High Value
CS3830,2012-04-06,62,0,4,2012,6,2012-04,High Value
CS5331,2015-01-29,60,0,1,2015,29,2015-01,High Value
CS4997,2013-11-07,35,0,11,2013,7,2013-11,High Value
CS5393,2013-06-25,93,0,6,2013,25,2013-06,High Value
CS2588,2012-10-10,69,1,10,2012,10,2012-10,High Value
CS5095,2012-02-28,59,0,2,2012,28,2012-02,High Value
CS5303,2014-08-27,59,0,8,2014,27,2014-08,High Value
CS4495,2013-12-30,67,0,12,2013,30,2013-12,High Value
CS3477,2012-09-28,62,0,9,2012,28,2012-09,High Value
CS2049,2011-10-27,105,0,10,2011,27,2011-10,High Value
CS4887,2012-10-22,58,0,10,2012,22,2012-10,High Value
CS4162,2012-09-22,67,0,9,2012,22,2012-09,High Value
CS1885,2012-02-07,94,0,2,2012,7,2012-02,High Value
CS5992,2013-11-23,70,0,11,2013,23,2013-11,High Value
CS2733,2012-06-07,43,0,6,2012,7,2012-06,High Value
CS5073,2013-11-09,68,0,11,2013,9,2013-11,High Value
CS2542,2012-03-27,59,0,3,2012,27,2012-03,High Value
CS4878,2014-03-04,56,1,3,2014,4,2014-03,High Value
CS5076,2014-01-18,72,1,1,2014,18,2014-01,High Value
CS5118,2013-09-09,94,0,9,2013,9,2013-09,High Value
CS2545,2012-01-05,94,0,1,2012,5,2012-01,High Value
CS1462,2013-08-05,61,1,8,2013,5,2013-08,High Value
CS3945,2012-06-18,65,0,6,2012,18,2012-06,High Value
CS3304,2012-08-28,63,0,8,2012,28,2012-08,High Value
CS4273,2014-08-11,71,0,8,2014,11,2014-08,High Value
CS5674,2011-10-24,72,0,10,2011,24,2011-10,High Value
CS3302,2014-09-27,103,0,9,2014,27,2014-09,High Value
CS4092,2011-09-14,58,0,9,2011,14,2011-09,High Value
CS4897,2013-06-30,59,1,6,2013,30,2013-06,High Value
CS4682,2015-01-01,58,0,1,2015,1,2015-01,High Value
CS4898,2013-07-05,76,0,7,2013,5,2013-07,Medium Value
CS5714,2014-11-29,38,1,11,2014,29,2014-11,High Value
CS2454,2015-02-03,43,0,2,2015,3,2015-02,High Value
CS3343,2013-12-28,91,0,12,2013,28,2013-12,High Value
CS2072,2014-01-13,54,0,1,2014,13,2014-01,High Value
CS4882,2011-12-14,47,0,12,2011,14,2011-12,High Value
CS5376,2014-11-17,54,0,11,2014,17,2014-11,High Value
CS3013,2012-07-15,90,0,7,2012,15,2012-07,High Value
CS3023,2011-11-16,42,1,11,2011,16,2011-11,High Value
CS4017,2012-04-02,52,0,4,2012,2,2012-04,High Value
CS6093,2013-01-06,103,1,1,2013,6,2013-01,High Value
CS3313,2013-07-22,92,1,7,2013,22,2013-07,High Value
CS5527,2013-01-27,101,0,1,2013,27,2013-01,High Value
CS6110,2013-04-17,42,0,4,2013,17,2013-04,High Value
CS3378,2014-12-10,97,0,12,2014,10,2014-12,Medium Value
CS2681,2013-09-01,68,0,9,2013,1,2013-09,High Value
CS1225,2013-09-10,67,0,9,2013,10,2013-09,Medium Value
CS1950,2013-04-01,59,0,4,2013,1,2013-04,High Value
CS2168,2014-09-14,99,0,9,2014,14,2014-09,High Value
CS4256,2012-02-06,89,0,2,2012,6,2012-02,High Value
CS4551,2012-09-16,97,0,9,2012,16,2012-09,Medium Value
CS5895,2014-02-27,60,0,2,2014,27,2014-02,High Value
CS3565,2012-07-07,90,0,7,2012,7,2012-07,Medium Value
CS2497,2013-07-01,75,0,7,2013,1,2013-07,High Value
CS5623,2014-02-24,66,0,2,2014,24,2014-02,High Value
CS5865,2013-11-23,79,1,11,2013,23,2013-11,High Value
CS3784,2014-09-17,94,0,9,2014,17,2014-09,High Value
CS3607,2013-07-20,59,0,7,2013,20,2013-07,High Value
CS3946,2014-07-26,47,0,7,2014,26,2014-07,High Value
CS4525,2014-05-03,41,1,5,2014,3,2014-05,High Value
CS4603,2014-01-14,93,1,1,2014,14,2014-01,High Value
CS4169,2012-11-10,53,0,11,2012,10,2012-11,High Value
CS3851,2014-05-02,68,0,5,2014,2,2014-05,High Value
CS6096,2011-12-12,36,0,12,2011,12,2011-12,High Value
CS4998,2013-09-10,62,0,9,2013,10,2013-09,High Value
CS2300,2013-07-04,101,0,7,2013,4,2013-07,High Value
CS4110,2014-02-17,89,1,2,2014,17,2014-02,High Value
CS1477,2012-11-13,37,0,11,2012,13,2012-11,High Value
CS1635,2014-09-26,37,1,9,2014,26,2014-09,High Value
CS2676,2013-08-15,62,0,8,2013,15,2013-08,High Value
CS5612,2011-10-08,53,0,10,2011,8,2011-10,High Value
CS4433,2013-02-27,58,0,2,2013,27,2013-02,High Value
CS4365,2014-04-10,99,0,4,2014,10,2014-04,High Value
CS5885,2011-11-09,49,0,11,2011,9,2011-11,High Value
CS1769,2013-01-08,37,0,1,2013,8,2013-01,High Value
CS3867,2013-08-08,56,1,8,2013,8,2013-08,Medium Value
CS3340,2011-07-13,70,1,7,2011,13,2011-07,High Value
CS4223,2012-09-18,101,0,9,2012,18,2012-09,High Value
CS5498,2012-12-16,103,0,12,2012,16,2012-12,High Value
CS2391,2014-10-30,102,0,10,2014,30,2014-10,High Value
CS4732,2012-08-25,80,0,8,2012,25,2012-08,High Value
CS3641,2012-04-07,83,0,4,2012,7,2012-04,High Value
CS2411,2012-02-09,67,0,2,2012,9,2012-02,High Value
CS1759,2012-04-26,66,1,4,2012,26,2012-04,High Value
CS4699,2013-06-30,48,1,6,2013,30,2013-06,High Value
CS1128,2013-10-25,66,0,10,2013,25,2013-10,High Value
CS2854,2013-09-30,36,1,9,2013,30,2013-09,High Value
CS5965,2013-10-20,61,1,10,2013,20,2013-10,High Value
CS1673,2014-11-13,44,0,11,2014,13,2014-11,High Value
CS5427,2014-07-02,49,1,7,2014,2,2014-07,High Value
CS3919,2014-01-26,86,0,1,2014,26,2014-01,High Value
CS1540,2015-02-06,96,0,2,2015,6,2015-02,High Value
CS1213,2014-08-02,44,0,8,2014,2,2014-08,High Value
CS3970,2012-11-22,67,0,11,2012,22,2012-11,High Value
CS1464,2011-12-07,93,0,12,2011,7,2011-12,High Value
CS5717,2011-08-20,105,1,8,2011,20,2011-08,High Value
CS1861,2014-05-30,63,0,5,2014,30,2014-05,High Value
CS1949,2011-10-21,70,0,10,2011,21,2011-10,High Value
CS5928,2014-08-06,53,0,8,2014,6,2014-08,High Value
CS1539,2013-05-21,60,1,5,2013,21,2013-05,High Value
CS1720,2012-02-17,59,0,2,2012,17,2012-02,High Value
CS1949,2011-05-17,98,0,5,2011,17,2011-05,High Value
CS3223,2014-04-29,69,0,4,2014,29,2014-04,High Value
CS3832,2011-12-02,50,0,12,2011,2,2011-12,High Value
CS1686,2012-09-11,68,0,9,2012,11,2012-09,High Value
CS4239,2011-08-24,43,0,8,2011,24,2011-08,High Value
CS1961,2015-02-16,93,0,2,2015,16,2015-02,High Value
CS1533,2012-01-27,42,0,1,2012,27,2012-01,High Value
CS5026,2011-07-17,89,1,7,2011,17,2011-07,High Value
CS4514,2013-12-22,38,0,12,2013,22,2013-12,High Value
CS6006,2012-05-04,51,1,5,2012,4,2012-05,High Value
CS3570,2015-01-09,36,0,1,2015,9,2015-01,High Value
CS4175,2012-07-26,68,0,7,2012,26,2012-07,High Value
CS4485,2014-06-14,56,0,6,2014,14,2014-06,High Value
CS1145,2014-01-30,35,1,1,2014,30,2014-01,High Value
CS2276,2014-05-14,73,1,5,2014,14,2014-05,Medium Value
CS5222,2013-10-31,37,0,10,2013,31,2013-10,High Value
CS5774,2013-11-17,63,0,11,2013,17,2013-11,High Value
CS2080,2013-06-10,101,1,6,2013,10,2013-06,High Value
CS4712,2013-02-02,49,0,2,2013,2,2013-02,Medium Value
CS5734,2014-11-13,46,0,11,2014,13,2014-11,High Value
CS2571,2012-12-29,53,0,12,2012,29,2012-12,High Value
CS4192,2012-03-23,59,0,3,2012,23,2012-03,High Value
CS6074,2014-07-25,89,0,7,2014,25,2014-07,High Value
CS4560,2012-11-06,99,0,11,2012,6,2012-11,High Value
CS1783,2014-12-08,43,0,12,2014,8,2014-12,High Value
CS2727,2013-01-25,102,0,1,2013,25,2013-01,High Value
CS1453,2011-10-02,101,0,10,2011,2,2011-10,High Value
CS5213,2012-07-02,47,0,7,2012,2,2012-07,High Value
CS1798,2013-05-31,61,0,5,2013,31,2013-05,High Value
CS1892,2013-11-24,85,0,11,2013,24,2013-11,High Value
CS5364,2012-05-12,56,0,5,2012,12,2012-05,High Value
CS5175,2013-09-25,97,0,9,2013,25,2013-09,High Value
CS4237,2014-01-27,55,0,1,2014,27,2014-01,High Value
CS3822,2011-09-11,45,0,9,2011,11,2011-09,High Value
CS3577,2012-08-23,75,0,8,2012,23,2012-08,High Value
CS3988,2011-10-24,99,0,10,2011,24,2011-10,High Value
CS1744,2014-04-07,102,0,4,2014,7,2014-04,Medium Value
CS5040,2011-07-05,48,0,7,2011,5,2011-07,High Value
CS5086,2013-12-19,70,1,12,2013,19,2013-12,High Value
CS3914,2012-09-28,67,0,9,2012,28,2012-09,High Value
CS1736,2012-04-14,49,1,4,2012,14,2012-04,High Value
CS3741,2014-08-28,69,0,8,2014,28,2014-08,High Value
CS5761,2011-08-11,74,0,8,2011,11,2011-08,High Value
CS2492,2011-12-22,96,0,12,2011,22,2011-12,High Value
CS3440,2012-04-04,60,0,4,2012,4,2012-04,High Value
CS4925,2013-04-04,98,0,4,2013,4,2013-04,High Value
CS2028,2012-11-01,35,0,11,2012,1,2012-11,Medium Value
CS4541,2014-08-21,94,0,8,2014,21,2014-08,High Value
CS3804,2013-04-22,84,0,4,2013,22,2013-04,High Value
CS5341,2012-07-02,47,1,7,2012,2,2012-07,High Value
CS3168,2012-05-13,50,0,5,2012,13,2012-05,Medium Value
CS4270,2014-08-19,49,0,8,2014,19,2014-08,High Value
CS5032,2013-08-06,38,0,8,2013,6,2013-08,High Value
CS3936,2014-12-08,68,1,12,2014,8,2014-12,High Value
CS3373,2013-11-15,100,0,11,2013,15,2013-11,High Value
CS4126,2012-11-30,63,0,11,2012,30,2012-11,Medium Value
CS3832,2011-07-15,98,0,7,2011,15,2011-07,High Value
CS5381,2014-08-29,36,0,8,2014,29,2014-08,Medium Value
CS3209,2012-08-10,57,0,8,2012,10,2012-08,High Value
CS2822,2013-06-27,59,0,6,2013,27,2013-06,High Value
CS5530,2013-02-02,99,0,2,2013,2,2013-02,High Value
CS5738,2011-11-22,69,0,11,2011,22,2011-11,High Value
CS1994,2013-02-09,74,0,2,2013,9,2013-02,High Value
CS2952,2012-02-14,45,1,2,2012,14,2012-02,High Value
CS5479,2011-09-23,53,0,9,2011,23,2011-09,High Value
CS4541,2011-10-25,56,0,10,2011,25,2011-10,High Value
CS4897,2012-01-03,82,1,1,2012,3,2012-01,High Value
CS3095,2011-06-27,101,0,6,2011,27,2011-06,High Value
CS3376,2011-11-11,64,0,11,2011,11,2011-11,High Value
CS2639,2011-05-25,49,0,5,2011,25,2011-05,High Value
CS1927,2013-07-29,56,0,7,2013,29,2013-07,High Value
CS5615,2014-08-05,84,0,8,2014,5,2014-08,Medium Value
CS3713,2012-03-03,37,0,3,2012,3,2012-03,High Value
CS2542,2011-06-20,102,0,6,2011,20,2011-06,High Value
CS2362,2014-05-22,68,1,5,2014,22,2014-05,High Value
CS3771,2014-02-24,66,0,2,2014,24,2014-02,High Value
CS5690,2013-11-27,46,0,11,2013,27,2013-11,High Value
CS6070,2014-12-26,73,0,12,2014,26,2014-12,High Value
CS5088,2015-02-15,91,0,2,2015,15,2015-02,High Value
CS2242,2013-02-23,47,0,2,2013,23,2013-02,High Value
CS4329,2014-01-28,81,0,1,2014,28,2014-01,High Value
CS4655,2014-01-28,53,0,1,2014,28,2014-01,High Value
CS1622,2012-05-25,51,1,5,2012,25,2012-05,High Value
CS1541,2014-03-11,103,1,3,2014,11,2014-03,High Value
CS4053,2015-02-24,73,0,2,2015,24,2015-02,High Value
CS2948,2012-02-25,51,0,2,2012,25,2012-02,High Value
CS4251,2013-01-28,99,0,1,2013,28,2013-01,High Value
CS2659,2013-04-10,68,0,4,2013,10,2013-04,High Value
CS4554,2014-12-20,36,0,12,2014,20,2014-12,High Value
CS4488,2015-01-22,81,0,1,2015,22,2015-01,High Value
CS1690,2011-12-11,54,0,12,2011,11,2011-12,High Value
CS1149,2014-09-22,48,0,9,2014,22,2014-09,High Value
CS1196,2014-09-20,55,0,9,2014,20,2014-09,High Value
CS5331,2013-09-02,103,0,9,2013,2,2013-09,High Value
CS4958,2013-06-06,36,0,6,2013,6,2013-06,Medium Value
CS1575,2012-08-07,91,0,8,2012,7,2012-08,High Value
CS1650,2011-09-05,87,1,9,2011,5,2011-09,High Value
CS3054,2013-03-01,40,0,3,2013,1,2013-03,Medium Value
CS4847,2013-03-01,76,0,3,2013,1,2013-03,High Value
CS4788,2012-06-21,64,0,6,2012,21,2012-06,High Value
CS2038,2013-12-20,64,0,12,2013,20,2013-12,High Value
CS5834,2012-05-04,73,0,5,2012,4,2012-05,High Value
CS4499,2014-08-10,93,0,8,2014,10,2014-08,Medium Value
CS4161,2015-01-24,92,0,1,2015,24,2015-01,High Value
CS3853,2014-11-17,40,0,11,2014,17,2014-11,High Value
CS3914,2012-05-31,35,0,5,2012,31,2012-05,High Value
CS3026,2014-05-16,73,0,5,2014,16,2014-05,High Value
CS6005,2014-01-27,105,0,1,2014,27,2014-01,Medium Value
CS6025,2014-09-22,55,0,9,2014,22,2014-09,High Value
CS3681,2014-09-14,42,0,9,2014,14,2014-09,High Value
CS2819,2013-01-09,37,0,1,2013,9,2013-01,High Value
CS4782,2012-12-12,51,0,12,2012,12,2012-12,High Value
CS3501,2014-12-24,77,1,12,2014,24,2014-12,High Value
CS3661,2011-11-22,58,0,11,2011,22,2011-11,High Value
CS5244,2014-10-01,73,0,10,2014,1,2014-10,High Value
CS1432,2011-12-02,61,0,12,2011,2,2011-12,High Value
CS5801,2012-10-17,99,0,10,2012,17,2012-10,High Value
CS3547,2014-04-22,91,0,4,2014,22,2014-04,High Value
CS4178,2012-12-23,50,0,12,2012,23,2012-12,High Value
CS2703,2013-04-09,70,1,4,2013,9,2013-04,High Value
CS5651,2014-07-24,48,1,7,2014,24,2014-07,Medium Value
CS4959,2014-02-11,48,0,2,2014,11,2014-02,High Value
CS4769,2012-10-27,64,0,10,2012,27,2012-10,High Value
CS4256,2013-12-04,79,0,12,2013,4,2013-12,High Value
CS4453,2011-08-04,53,0,8,2011,4,2011-08,High Value
CS3981,2013-09-22,41,0,9,2013,22,2013-09,High Value
CS1958,2011-08-22,77,1,8,2011,22,2011-08,Medium Value
CS3005,2014-08-28,104,1,8,2014,28,2014-08,High Value
CS4133,2013-07-19,43,0,7,2013,19,2013-07,High Value
CS3702,2012-10-23,77,1,10,2012,23,2012-10,High Value
CS3420,2013-09-06,49,0,9,2013,6,2013-09,High Value
CS4495,2014-08-14,71,0,8,2014,14,2014-08,High Value
CS1485,2015-01-18,54,0,1,2015,18,2015-01,High Value
CS2762,2014-07-25,50,0,7,2014,25,2014-07,Medium Value
CS2042,2014-10-04,57,0,10,2014,4,2014-10,High Value
CS1841,2014-01-27,73,0,1,2014,27,2014-01,High Value
CS5102,2015-01-17,60,0,1,2015,17,2015-01,Medium Value
CS2110,2011-08-25,54,0,8,2011,25,2011-08,High Value
CS3406,2014-10-09,73,1,10,2014,9,2014-10,High Value
CS1529,2014-08-16,73,0,8,2014,16,2014-08,High Value
CS5254,2014-11-27,47,0,11,2014,27,2014-11,High Value
CS6019,2014-02-08,83,1,2,2014,8,2014-02,High Value
CS4103,2014-02-07,101,0,2,2014,7,2014-02,High Value
CS2519,2012-09-21,37,0,9,2012,21,2012-09,High Value
CS3498,2014-06-04,97,0,6,2014,4,2014-06,High Value
CS4478,2015-03-16,87,1,3,2015,16,2015-03,High Value
CS2508,2012-11-19,100,0,11,2012,19,2012-11,High Value
CS4389,2014-02-22,83,1,2,2014,22,2014-02,High Value
CS4471,2011-10-24,49,0,10,2011,24,2011-10,High Value
CS2422,2012-09-25,67,0,9,2012,25,2012-09,High Value
CS3050,2012-10-20,63,0,10,2012,20,2012-10,High Value
CS2175,2014-12-06,71,1,12,2014,6,2014-12,High Value
CS4518,2011-11-28,90,0,11,2011,28,2011-11,High Value
CS5823,2012-02-14,56,0,2,2012,14,2012-02,High Value
CS4778,2013-09-14,37,0,9,2013,14,2013-09,High Value
CS2252,2014-04-02,52,0,4,2014,2,2014-04,High Value
CS4144,2014-08-16,60,0,8,2014,16,2014-08,High Value
CS3476,2014-12-29,96,0,12,2014,29,2014-12,High Value
CS2780,2014-06-14,76,0,6,2014,14,2014-06,High Value
CS2877,2013-01-19,48,0,1,2013,19,2013-01,High Value
CS4498,2012-09-01,50,0,9,2012,1,2012-09,High Value
CS2022,2012-05-28,98,0,5,2012,28,2012-05,High Value
CS5482,2012-11-28,91,1,11,2012,28,2012-11,High Value
CS2807,2013-12-05,49,0,12,2013,5,2013-12,High Value
CS3410,2014-02-17,97,0,2,2014,17,2014-02,High Value
CS2341,2013-11-12,38,1,11,2013,12,2013-11,High Value
CS3173,2012-08-16,40,0,8,2012,16,2012-08,High Value
CS5995,2014-11-30,61,0,11,2014,30,2014-11,High Value
CS2458,2011-12-24,45,0,12,2011,24,2011-12,High Value
CS2028,2012-04-30,50,0,4,2012,30,2012-04,Medium Value
CS5392,2012-05-22,98,0,5,2012,22,2012-05,High Value
CS5240,2013-07-05,82,1,7,2013,5,2013-07,High Value
CS1194,2011-11-06,103,0,11,2011,6,2011-11,High Value
CS3769,2011-09-01,61,0,9,2011,1,2011-09,High Value
CS5107,2014-11-06,41,0,11,2014,6,2014-11,High Value
CS5855,2012-06-14,84,0,6,2012,14,2012-06,High Value
CS2178,2012-04-27,52,0,4,2012,27,2012-04,High Value
CS2190,2013-04-09,95,1,4,2013,9,2013-04,High Value
CS2817,2012-10-13,88,0,10,2012,13,2012-10,High Value
CS5153,2013-01-23,41,0,1,2013,23,2013-01,High Value
CS1928,2013-10-07,48,0,10,2013,7,2013-10,Medium Value
CS1476,2011-12-12,47,0,12,2011,12,2011-12,High Value
CS2219,2013-08-14,73,0,8,2013,14,2013-08,High Value
CS5104,2011-08-05,65,0,8,2011,5,2011-08,High Value
CS6023,2013-03-13,66,0,3,2013,13,2013-03,High Value
CS1209,2011-12-13,93,0,12,2011,13,2011-12,High Value
CS1189,2012-08-15,43,0,8,2012,15,2012-08,High Value
CS1984,2013-01-06,79,0,1,2013,6,2013-01,High Value
CS4930,2013-04-20,87,0,4,2013,20,2013-04,High Value
CS6083,2014-08-28,91,0,8,2014,28,2014-08,High Value
CS1626,2012-02-04,40,0,2,2012,4,2012-02,High Value
CS2733,2012-06-26,91,0,6,2012,26,2012-06,High Value
CS4190,2012-09-01,49,0,9,2012,1,2012-09,High Value
CS1787,2015-03-05,103,0,3,2015,5,2015-03,High Value
CS4293,2014-12-14,81,0,12,2014,14,2014-12,High Value
CS1435,2013-05-29,86,0,5,2013,29,2013-05,High Value
CS1121,2012-02-13,86,0,2,2012,13,2012-02,High Value
CS5785,2014-12-24,102,0,12,2014,24,2014-12,High Value
CS5915,2014-03-18,47,0,3,2014,18,2014-03,High Value
CS3639,2012-07-28,45,0,7,2012,28,2012-07,High Value
CS2184,2012-09-06,62,0,9,2012,6,2012-09,High Value
CS1866,2014-01-06,96,0,1,2014,6,2014-01,High Value
CS6037,2012-12-06,98,0,12,2012,6,2012-12,High Value
CS1543,2014-01-16,89,0,1,2014,16,2014-01,Medium Value
CS5340,2012-09-04,49,0,9,2012,4,2012-09,High Value
CS1643,2013-04-19,58,0,4,2013,19,2013-04,High Value
CS5703,2012-07-24,92,0,7,2012,24,2012-07,High Value
CS3392,2013-06-22,35,0,6,2013,22,2013-06,High Value
CS4622,2013-07-23,102,0,7,2013,23,2013-07,High Value
CS5207,2012-09-20,88,0,9,2012,20,2012-09,High Value
CS3594,2013-05-12,75,1,5,2013,12,2013-05,High Value
CS4938,2012-12-16,66,0,12,2012,16,2012-12,High Value
CS5338,2015-03-10,58,0,3,2015,10,2015-03,High Value
CS3363,2012-02-21,62,0,2,2012,21,2012-02,High Value
CS2525,2013-11-24,44,1,11,2013,24,2013-11,High Value
CS4857,2012-04-10,84,0,4,2012,10,2012-04,High Value
CS4150,2011-10-06,86,0,10,2011,6,2011-10,High Value
CS3935,2014-05-14,37,0,5,2014,14,2014-05,High Value
CS4746,2011-05-22,37,1,5,2011,22,2011-05,High Value
CS5028,2011-08-17,69,0,8,2011,17,2011-08,High Value
CS2895,2013-05-05,63,0,5,2013,5,2013-05,High Value
CS2863,2013-07-05,63,0,7,2013,5,2013-07,High Value
CS2499,2014-11-20,89,0,11,2014,20,2014-11,High Value
CS4679,2014-05-20,53,0,5,2014,20,2014-05,High Value
CS4653,2013-03-11,52,0,3,2013,11,2013-03,High Value
CS3048,2013-01-24,38,0,1,2013,24,2013-01,Medium Value
CS2522,2011-10-20,74,0,10,2011,20,2011-10,High Value
